"ID","Item title","Final URL","Image URL","Item subtitle","Item description","Item Category","Price","Sale Price"
"8396747","Görkorcsolya táska Fit ","http://www.decathlon.hu/gorkorcsolya-taska-fit--id_8396747.html","http://www.decathlon.hu/media/839/8396747/big_1167967.jpg","OXELO","Könnyű, formája a görkorcsolya alakjához igazodik.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","2490.00 HUF",""
"8396748","FIT táska, 26 l, türkiz","http://www.decathlon.hu/fit-taska-26-l-turkiz-id_8396748.html","http://www.decathlon.hu/media/839/8396748/big_1167949.jpg","OXELO","Könnyű, formája a görkorcsolya alakjához igazodik.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","2490.00 HUF",""
"8396079","Gyerek gördeszkás cipő Crush","http://www.decathlon.hu/gyerek-gordeszkas-cipo-crush-id_8396079.html","http://www.decathlon.hu/media/839/8396079/big_1171329.jpg","OXELO","Rendkívül ellenálló cipő PU felsőrésszel. ","GÖRDESZKA","5990.00 HUF",""
"8396644","Gyerek védőfeszerelés Play ","http://www.decathlon.hu/gyerek-vedofeszereles-play--id_8396644.html","http://www.decathlon.hu/media/839/8396644/big_1228165.jpg","OXELO","Görkorisoknak, gördeszkásoknak és rollerezőknek. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","3990.00 HUF",""
"8396620","Gyerek görkorcsolya FIT 3 ","http://www.decathlon.hu/gyerek-gorkorcsolya-fit-3--id_8396620.html","http://www.decathlon.hu/media/839/8396620/big_1167952.jpg","OXELO","Kényelmes. Mindent tud, amit a felnőtt korcsolyák.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","11990.00 HUF",""
"8396635","Görkorcsolya Play 5 gyerek ","http://www.decathlon.hu/gorkorcsolya-play-5-gyerek--id_8396635.html","http://www.decathlon.hu/media/839/8396635/big_1332174.jpg","OXELO","Stabilitás, tartósság és 3 méretbeállítás. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","9990.00 HUF",""
"8396619","Görkorcsolya FIT 3 gyerek ","http://www.decathlon.hu/gorkorcsolya-fit-3-gyerek--id_8396619.html","http://www.decathlon.hu/media/839/8396619/big_1167894.jpg","OXELO","Kényelmes. Mindent tud, amit a felnőtt korcsolyák.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","11990.00 HUF",""
"8396633","Gyerek görkorcsolya Play 5 ","http://www.decathlon.hu/gyerek-gorkorcsolya-play-5--id_8396633.html","http://www.decathlon.hu/media/839/8396633/big_1168010.jpg","OXELO","Stabilitás, tartósság és 3 méretbeállítás. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","9990.00 HUF",""
"8400140","Sisak Play7 Mandala, fehér","http://www.decathlon.hu/sisak-play7-mandala-feher-id_8400140.html","http://www.decathlon.hu/media/840/8400140/big_1302981.jpg","OXELO","Erősebb, biztonságosabb félgömb alakú sisak. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","5990.00 HUF",""
"8396634","Gyerek görkorcsolya Play 5","http://www.decathlon.hu/gyerek-gorkorcsolya-play-5--id_8396634.html","http://www.decathlon.hu/media/839/8396634/big_1167990.jpg","OXELO","Stabilitás, tartósság és 3 méretbeállítás. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","9990.00 HUF",""
"8377869","Deszkás vászoncipő Vulca 100 ","http://www.decathlon.hu/deszkas-vaszoncipo-vulca-100--id_8377869.html","http://www.decathlon.hu/media/837/8377869/big_1120167.jpg","OXELO","Lapos gumitalp és vastag vászon felsőrész.","GÖRDESZKA","6990.00 HUF",""
"8400143","Sisak MF540 Bad Days, fekete","http://www.decathlon.hu/sisak-mf540-bad-days-fekete-id_8400143.html","http://www.decathlon.hu/media/840/8400143/big_1302993.jpg","OXELO","Mágneses csat a könnyű összezáráshoz. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","6990.00 HUF",""
"8397781","Gyerek görkorcsolya Fit 3 ","http://www.decathlon.hu/gyerek-gorkorcsolya-fit-3--id_8397781.html","http://www.decathlon.hu/media/839/8397781/big_1339690.jpg","OXELO","Kényelmes. Mindent tud, amit a felnőtt korcsolyák.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","11990.00 HUF",""
"8398415","Sisak B100, rózsaszín","http://www.decathlon.hu/sisak-b100-rozsaszin-id_8398415.html","http://www.decathlon.hu/media/839/8398415/big_1302991.jpg","OXELO","A kis riderek legelső sisakja.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","2990.00 HUF",""
"8398286","Gördeszka City Trasher Graph","http://www.decathlon.hu/gordeszka-city-trasher-graph-id_8398286.html","http://www.decathlon.hu/media/839/8398286/big_1167947.jpg","OXELO","Konkáv orr és farok a járdák közötti átjáráshoz. ","GÖRDESZKA","21990.00 HUF",""
"8398416","Sisak B100, kék ","http://www.decathlon.hu/sisak-b100-kek--id_8398416.html","http://www.decathlon.hu/media/839/8398416/big_1302984.jpg","OXELO","A kis riderek legelső sisakja.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","2990.00 HUF",""
"8398285","Longboard, Drop Mini Core ","http://www.decathlon.hu/longboard-drop-mini-core-id_8398285.html","http://www.decathlon.hu/media/839/8398285/big_1167863.jpg","OXELO","Csepp (drop) formájú longskate kezdők számára. ","GÖRDESZKA","17990.00 HUF",""
"8400142","Sisak MF540, borsmenta, szürke","http://www.decathlon.hu/sisak-mf540-borsmenta-szurke-id_8400142.html","http://www.decathlon.hu/media/840/8400142/big_1302986.jpg","OXELO","Mágneses csat a könnyű összezáráshoz. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","6990.00 HUF",""
"8400954","Guruló cipő Heelys PROPEL 2.0 ","http://www.decathlon.hu/gurulo-cipo-heelys-propel-20--id_8400954.html","http://www.decathlon.hu/media/840/8400954/big_1236269.jpg","HEELYS","Levehető kerekek: gyalogolhatsz vagy gurulhatsz.  ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","19990.00 HUF",""
"8407364","Térdvédő Ennualy Knee Pads ","http://www.decathlon.hu/terdvedo-ennualy-knee-pads--id_8407364.html","http://www.decathlon.hu/media/840/8407364/big_1291301.jpg","POWERSLIDE","Maximális védelem.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","11990.00 HUF",""
"8396945","Fitnesz görkorcsolya FIT500 ","http://www.decathlon.hu/fitnesz-gorkorcsolya-fit500--id_8396945.html","http://www.decathlon.hu/media/839/8396945/big_1420146.jpg","OXELO","Maximális kényelem görkorcsolyás túrázáshoz.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","19990.00 HUF",""
"8396948","Fitnesz görkorcsolya Fit 500 ","http://www.decathlon.hu/fitnesz-gorkorcsolya-fit-500--id_8396948.html","http://www.decathlon.hu/media/839/8396948/big_1420161.jpg","OXELO","Maximális kényelem görkorcsolyás túrázáshoz.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","19990.00 HUF",""
"8396946","Fitnesz görkorcsolya Fit 500 ","http://www.decathlon.hu/fitnesz-gorkorcsolya-fit-500--id_8396946.html","http://www.decathlon.hu/media/839/8396946/big_1420151.jpg","OXELO","Maximális kényelem görkorcsolyás túrázáshoz.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","19990.00 HUF",""
"8396947","Női fitnesz görkorcsolya Fit ","http://www.decathlon.hu/noi-fitnesz-gorkorcsolya-fit--id_8396947.html","http://www.decathlon.hu/media/839/8396947/big_1420167.jpg","OXELO","Maximális kényelem görkorcsolyás túrázáshoz.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","19990.00 HUF",""
"8494830","Görkorcsolya Quad 100 ","http://www.decathlon.hu/gorkorcsolya-quad-100--id_8494830.html","http://www.decathlon.hu/media/849/8494830/big_1261912.jpg","OXELO","Jó gördülési minőség. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8495085","Görkorcsolya Quad 100 ","http://www.decathlon.hu/gorkorcsolya-quad-100--id_8495085.html","http://www.decathlon.hu/media/849/8495085/big_1261918.jpg","OXELO","Jó gördülési minőség. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8494853","Sisak MF540, narancssárga","http://www.decathlon.hu/sisak-mf540-narancssarga-id_8494853.html","http://www.decathlon.hu/media/849/8494853/big_1297553.jpg","OXELO","Mágneses csat a könnyű összezáráshoz. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","6990.00 HUF",""
"8494832","Görkorcsolyakerék Light, 80 mm","http://www.decathlon.hu/gorkorcsolyakerek-light-80-mm-id_8494832.html","http://www.decathlon.hu/media/849/8494832/big_1287368.jpg","OXELO","Gumi minősége és világítás. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","2990.00 HUF",""
"8503716","Görkorcsolya Quad 100","http://www.decathlon.hu/gorkorcsolya-quad-100-id_8503716.html","http://www.decathlon.hu/media/850/8503716/big_1261927.jpg","OXELO","Jó gördülési minőség. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8494857","Csavarkulcs 5 az 1-ben","http://www.decathlon.hu/csavarkulcs-5-az-1-ben-id_8494857.html","http://www.decathlon.hu/media/849/8494857/big_1290961.jpg","OXELO","1 szerszám a kerék, csapágy és fék cseréjéhez. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","1990.00 HUF",""
"8494855","Sisak MF540, kék, szürke","http://www.decathlon.hu/sisak-mf540-kek-szurke-id_8494855.html","http://www.decathlon.hu/media/849/8494855/big_1297558.jpg","OXELO","Mágneses csat a könnyű összezáráshoz. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","6990.00 HUF",""
"8405904","Quad görkorcsolyaMOVE WAVE ","http://www.decathlon.hu/quad-gorkorcsolyamove-wave--id_8405904.html","http://www.decathlon.hu/media/840/8405904/big_1249347.jpg","NO BRAND","Kényelmes és minőségi gördülés a kezdők számára.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","12990.00 HUF","12990.00 HUF"
"8404712","LAUNCH guruló talpú cipő ","http://www.decathlon.hu/launch-gurulo-talpu-cipo--id_8404712.html","http://www.decathlon.hu/media/840/8404712/big_1291099.jpg","HEELYS","Levehető kerekek: gyalogolhatsz vagy gurulhatsz.  ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","19990.00 HUF","19990.00 HUF"
"8406611","Görkorcsolya kerék quad 58 mm ","http://www.decathlon.hu/gorkorcsolya-kerek-quad-58-mm--id_8406611.html","http://www.decathlon.hu/media/840/8406611/big_1291311.jpg","FILA","Kényelmes kerekek quad görkorcsolyához. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","4490.00 HUF",""
"8407004","Longboard világító kerék Abec7","http://www.decathlon.hu/longboard-vilagito-kerek-abec7-id_8407004.html","http://www.decathlon.hu/media/840/8407004/big_1291330.jpg","TEMPLAR","Világító kerekek. ","GÖRDESZKA","4990.00 HUF",""
"8494787","Görkorcsolya MF500 HB ","http://www.decathlon.hu/gorkorcsolya-mf500-hb--id_8494787.html","http://www.decathlon.hu/media/849/8494787/big_1279406.jpg","OXELO","Mindenhol kényelmesen. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","24990.00 HUF",""
"8494870","Cruiser gördeszka Yamba 100","http://www.decathlon.hu/cruiser-gordeszka-yamba-100-id_8494870.html","http://www.decathlon.hu/media/849/8494870/big_1290960.jpg","OXELO","Gyors, könnyű és rövid deszka városi használatra. ","GÖRDESZKA","11990.00 HUF",""
"8494819","Sisak MF500, kék ","http://www.decathlon.hu/sisak-mf500-kek--id_8494819.html","http://www.decathlon.hu/media/849/8494819/big_1297491.jpg","OXELO","3D-görgő a magasság és a mélység beállításához. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","4990.00 HUF",""
"8495049","Deszkás cipő Vulca 500 ","http://www.decathlon.hu/deszkas-cipo-vulca-500--id_8495049.html","http://www.decathlon.hu/media/849/8495049/big_1333009.jpg","OXELO","Tapadás, hajlékonyság, tartósság (Toe cap).","GÖRDESZKA","8990.00 HUF",""
"8407284","Deszkás vászoncipő Vulca 100 ","http://www.decathlon.hu/deszkas-vaszoncipo-vulca-100--id_8407284.html","http://www.decathlon.hu/media/840/8407284/big_1291034.jpg","OXELO","Lapos gumitalp és vastag vászon felsőrész.","GÖRDESZKA","6990.00 HUF",""
"8495050","Gördeszkás cipő Vulca 500 ","http://www.decathlon.hu/gordeszkas-cipo-vulca-500--id_8495050.html","http://www.decathlon.hu/media/849/8495050/big_1333076.jpg","OXELO","Tapadás, hajlékonyság, tartósság (Toe cap).","GÖRDESZKA","8990.00 HUF",""
"8408913","Görkorcsolya Master férfi ","http://www.decathlon.hu/gorkorcsolya-master-ferfi--id_8408913.html","http://www.decathlon.hu/media/840/8408913/big_0fbf36b4-cee6-464c-b041-dbbb467435ea.jpg","FILA","FILA kényelem sokoldalú és könnyű görkorcsolyában.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","29990.00 HUF",""
"8408912","Női görkorcsolya Master ","http://www.decathlon.hu/noi-gorkorcsolya-master--id_8408912.html","http://www.decathlon.hu/media/840/8408912/big_1333302.jpg","FILA","FILA kényelem sokoldalú és könnyű görkorcsolyában.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","29990.00 HUF",""
"8409272","Gördeszkalap Team Nude 8,5"" ","http://www.decathlon.hu/gordeszkalap-team-nude-85--id_8409272.html","http://www.decathlon.hu/media/840/8409272/big_1333915.jpg","OXELO","100% kanadai juhar deszkalap.","GÖRDESZKA","8990.00 HUF",""
"8494868","Waveboard 120 mályva","http://www.decathlon.hu/waveboard-120-malyva-id_8494868.html","http://www.decathlon.hu/media/849/8494868/big_1333363.jpg","OXELO","Kétkerekes skate utcai szörfözéshez. ","GÖRDESZKA","9990.00 HUF",""
"8504060","Waveboard WB 100 ","http://www.decathlon.hu/waveboard-wb-100--id_8504060.html","http://www.decathlon.hu/media/850/8504060/big_1332982.jpg","OXELO","Kisebb méret a tanulás megkönnyítéséhez. ","GÖRDESZKA","7990.00 HUF",""
"8480956","Görkorcsolya agresszív Realm ","http://www.decathlon.hu/gorkorcsolya-agressziv-realm--id_8480956.html","http://www.decathlon.hu/media/848/8480956/big_1029140.jpg","POWERSLIDE","Széles soul-plate lemez a könnyű megakasztáshoz. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","38990.00 HUF",""
"8494876","Cruiser gördeszka Yamba 500","http://www.decathlon.hu/cruiser-gordeszka-yamba-500-id_8494876.html","http://www.decathlon.hu/media/849/8494876/big_1420383.jpg","OXELO","Fa Yamba deszka a nagyobb stabilitáshoz. ","GÖRDESZKA","16990.00 HUF",""
"8504057","Gördeszka kerék SK 54 mm, 101A","http://www.decathlon.hu/gordeszka-kerek-sk-54-mm-101a-id_8504057.html","http://www.decathlon.hu/media/850/8504057/big_1583275.jpg","OXELO","54 mm-es „Super High Rebound” poliuretán kerekek. ","GÖRDESZKA","6490.00 HUF",""
"8494874","Gördeszka Yamba 500 Square","http://www.decathlon.hu/gordeszka-yamba-500-square-id_8494874.html","http://www.decathlon.hu/media/849/8494874/big_1290978.jpg","OXELO","Fa Yamba deszka a nagyobb stabilitáshoz. ","GÖRDESZKA","16990.00 HUF",""
"8512451","Quad jr dab görkorcsolya","http://www.decathlon.hu/quad-jr-dab-gorkorcsolya-id_8512451.html","http://www.decathlon.hu/media/851/8512451/big_1348346.jpg","FILA","Kényelem és gurulás.  ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","17990.00 HUF","17990.00 HUF"
"8495045","Gyerek görkorcsolya FIT3 ","http://www.decathlon.hu/gyerek-gorkorcsolya-fit3--id_8495045.html","http://www.decathlon.hu/media/849/8495045/big_1256109.jpg","OXELO","Kényelmes. Mindent tud, amit a felnőtt korcsolyák.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","11990.00 HUF",""
"8512450","Quad jr dab görkorcsolya","http://www.decathlon.hu/quad-jr-dab-gorkorcsolya-id_8512450.html","http://www.decathlon.hu/media/851/8512450/big_1420379.jpg","FILA","Kényelem és gurulás.  ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","17990.00 HUF","17990.00 HUF"
"8494809","Sisak Play 5, türkizkék ","http://www.decathlon.hu/sisak-play-5-turkizkek--id_8494809.html","http://www.decathlon.hu/media/849/8494809/big_1297498.jpg","OXELO","Félgömb formájú, ellenálló sisak. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","3990.00 HUF",""
"8407806","Görkorcsolya Imperial One ","http://www.decathlon.hu/gorkorcsolya-imperial-one--id_8407806.html","http://www.decathlon.hu/media/840/8407806/big_1420209.jpg","POWERSLIDE","Teljes Powerslide szakértelem ebben a freeride-ban","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","49990.00 HUF",""
"8371154","Gördeszka felfüggesztés","http://www.decathlon.hu/gordeszka-felfuggesztes-id_8371154.html","http://www.decathlon.hu/media/837/8371154/big_1130555.jpg","POWERSLIDE","180 mm-es longboard felfüggesztés ","GÖRDESZKA","11990.00 HUF","11990.00 HUF"
"8502651","Gyerek gördeszkás cipő, Crush","http://www.decathlon.hu/gyerek-gordeszkas-cipo-crush-id_8502651.html","http://www.decathlon.hu/media/850/8502651/big_1420210.jpg","OXELO","Rendkívül ellenálló cipő PU felsőrésszel. ","GÖRDESZKA","5990.00 HUF",""
"8494829","Fékbetét FIT100/500 ","http://www.decathlon.hu/fekbetet-fit100-500--id_8494829.html","http://www.decathlon.hu/media/849/8494829/big_1418427.jpg","OXELO","Mindössze egy csavar kell a felszereléshez. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","1690.00 HUF",""
"8531924","Longboard Electric Bleep","http://www.decathlon.hu/longboard-electric-bleep-id_8531924.html","http://www.decathlon.hu/media/853/8531924/big_1418448.jpg","TEMPLAR","Elektromos gördeszka 16 km/h végsebességgel. ","GÖRDESZKA","81990.00 HUF",""
"8527050","Longboard Electric Fish ","http://www.decathlon.hu/longboard-electric-fish--id_8527050.html","http://www.decathlon.hu/media/852/8527050/big_1416178.jpg","REVOE","Elektromos gördeszka 25 km/h végsebességgel. ","GÖRDESZKA","111990.00 HUF",""
"8494878","Longboard Drop 140, fehér ","http://www.decathlon.hu/longboard-drop-140-feher--id_8494878.html","http://www.decathlon.hu/media/849/8494878/big_1420299.jpg","OXELO","Drop longboard deszka kifejezetten kezdőknek. ","GÖRDESZKA","24990.00 HUF",""
"8548126","Sisak MF500, szürke","http://www.decathlon.hu/sisak-mf500-szurke--id_8548126.html","http://www.decathlon.hu/media/854/8548126/big_1503460.jpg","OXELO","3D-görgő a magasság és a mélység beállításához. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","4990.00 HUF",""
"8494900","Gyerek fitnesz görkorcsolya ","http://www.decathlon.hu/gyerek-fitnesz-gorkorcsolya--id_8494900.html","http://www.decathlon.hu/media/849/8494900/big_1420381.jpg","OXELO","Kényelmes. Mindent tud, amit a felnőtt korcsolyák.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8502679","Gördeszka MID500 Monkey ","http://www.decathlon.hu/gordeszka-mid500-monkey--id_8502679.html","http://www.decathlon.hu/media/850/8502679/big_1420211.jpg","OXELO","Térj át komolyabb dolgokra: ugrások & figurák. ","GÖRDESZKA","11990.00 HUF",""
"8494899","Gyerek fitnesz görkorcsolya ","http://www.decathlon.hu/gyerek-fitnesz-gorkorcsolya--id_8494899.html","http://www.decathlon.hu/media/849/8494899/big_1420261.jpg","OXELO","Kényelmes. Mindent tud, amit a felnőtt korcsolyák.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8494901","Gyerek fitnesz görkorcsolya ","http://www.decathlon.hu/gyerek-fitnesz-gorkorcsolya--id_8494901.html","http://www.decathlon.hu/media/849/8494901/big_1420353.jpg","OXELO","Kényelmes. Mindent tud, amit a felnőtt korcsolyák.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8520185","Gyerek quad görkorcsolya ","http://www.decathlon.hu/gyerek-quad-gorkorcsolya--id_8520185.html","http://www.decathlon.hu/media/852/8520185/big_1420405.jpg","OXELO","Kényelem, minőségi gördülés és vintage megjelenés.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8520186","Gyerek quad görkorcsolya ","http://www.decathlon.hu/gyerek-quad-gorkorcsolya--id_8520186.html","http://www.decathlon.hu/media/852/8520186/big_1420219.jpg","OXELO","Kényelem, minőségi gördülés és vintage megjelenés.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8520182","Gyerek quad görkorcsolya ","http://www.decathlon.hu/gyerek-quad-gorkorcsolya--id_8520182.html","http://www.decathlon.hu/media/852/8520182/big_1420275.jpg","OXELO","Kényelem, minőségi gördülés és vintage megjelenés.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8523398","Longboard Carve 540 Bird","http://www.decathlon.hu/longboard-carve-540-bird-id_8523398.html","http://www.decathlon.hu/media/852/8523398/big_1645122.jpg","OXELO","Trucks és Pads az éles döntésekhez. ","GÖRDESZKA","29990.00 HUF",""
"8494866","Gördeszka MID500 Bear","http://www.decathlon.hu/gordeszka-mid500-bear-id_8494866.html","http://www.decathlon.hu/media/849/8494866/big_1420507.jpg","OXELO","Térj át komolyabb dolgokra: ugrások & figurák. ","GÖRDESZKA","11990.00 HUF",""
"8506015","Gyerek gördeszkás cipő Crush ","http://www.decathlon.hu/gyerek-gordeszkas-cipo-crush--id_8506015.html","http://www.decathlon.hu/media/850/8506015/big_1560902.jpg","OXELO","Jó tartású, erős cipő.","GÖRDESZKA","7990.00 HUF",""
"8506016","Gyerek gördeszkás cipő Crush ","http://www.decathlon.hu/gyerek-gordeszkas-cipo-crush--id_8506016.html","http://www.decathlon.hu/media/850/8506016/big_1560871.jpg","OXELO","Jó tartású, erős cipő.","GÖRDESZKA","7990.00 HUF",""
"8510494","Görkorcsolya kerék RS W, 54 mm","http://www.decathlon.hu/gorkorcsolya-kerek-rs-w-54-mm-id_8510494.html","http://www.decathlon.hu/media/851/8510494/big_1524391.jpg","OXELO","Biztosítja a művészi görkorcsolya jó tapadását. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","2490.00 HUF",""
"8506014","Gördeszkás cipő Crush ","http://www.decathlon.hu/gordeszkas-cipo-crush--id_8506014.html","http://www.decathlon.hu/media/850/8506014/big_1593877.jpg","OXELO","Tartás és tartósság. ","GÖRDESZKA","11990.00 HUF",""
"8531880","Fék Standard Rollerblade","http://www.decathlon.hu/fek-standard-rollerblade-id_8531880.html","http://www.decathlon.hu/media/853/8531880/big_1130576.jpg","ROLLER BLADE","Cseréld ki az elkopott féket! ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","2490.00 HUF",""
"8506013","Gördeszkás cipő Crush AD","http://www.decathlon.hu/gordeszkas-cipo-crush-ad-id_8506013.html","http://www.decathlon.hu/media/850/8506013/big_1593890.jpg","OXELO","Tartás és tartósság. ","GÖRDESZKA","11990.00 HUF",""
"8542246","Görkorcsolya tengelyszett ","http://www.decathlon.hu/gorkorcsolya-tengelyszett--id_8542246.html","http://www.decathlon.hu/media/854/8542246/big_1557032.jpg","OXELO","Komplett szett 8+1 csavarral és 8 távtartóval.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","1490.00 HUF",""
"8542262","Görkorcsolya kerékszett, 84 mm","http://www.decathlon.hu/gorkorcsolya-kerekszett-84-mm-id_8542262.html","http://www.decathlon.hu/media/854/8542262/big_1557024.jpg","OXELO","Minőségi gumi és világítás.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","3990.00 HUF",""
"8515416","Görkorcsolya kerék RS W&B Play","http://www.decathlon.hu/gorkorcsolya-kerek-rs-wb-play-id_8515416.html","http://www.decathlon.hu/media/851/8515416/big_1540302.jpg","OXELO","","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","1990.00 HUF",""
"8494828","Görkorcsolya tengelyszett ","http://www.decathlon.hu/gorkorcsolya-tengelyszett--id_8494828.html","http://www.decathlon.hu/media/849/8494828/big_1557108.jpg","OXELO","Komplett szett 8+1 csavarral és 8 távtartóval. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","1990.00 HUF",""
"8542255","Görkorcsolya kerékszett, 76 mm","http://www.decathlon.hu/gorkorcsolya-kerekszett-76-mm-id_8542255.html","http://www.decathlon.hu/media/854/8542255/big_1557121.jpg","OXELO","Minőségi gumi és világítás. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","2990.00 HUF",""
"8542831","Quad görkorcsolya RS 100","http://www.decathlon.hu/quad-gorkorcsolya-rs-100-id_8542831.html","http://www.decathlon.hu/media/854/8542831/big_1537282.jpg","OXELO","Jó gördülési minőség. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8533783","Guruló cipő Skate-Mate ","http://www.decathlon.hu/gurulo-cipo-skate-mate--id_8533783.html","http://www.decathlon.hu/media/853/8533783/big_1536359.jpg","HEELYS","","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8553185","Fékbetét RBP Quad FIT&ART","http://www.decathlon.hu/fekbetet-rbp-quad-fitart-id_8553185.html","http://www.decathlon.hu/media/855/8553185/big_1537277.jpg","OXELO","","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","1790.00 HUF",""
"8494822","Gördeszkás hátizsák BG500 BLK","http://www.decathlon.hu/gordeszkas-hatizsak-bg500-blk-id_8494822.html","http://www.decathlon.hu/media/849/8494822/big_1572913.jpg","OXELO","3 pontos gumiheveder a deszka szállításához. ","GÖRDESZKA","9990.00 HUF",""
"8552048","Sisak MF500, fekete, kék ","http://www.decathlon.hu/sisak-mf500-fekete-kek--id_8552048.html","http://www.decathlon.hu/media/855/8552048/big_1557049.jpg","OXELO","3D-görgő a magasság és a mélység beállításához. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","4990.00 HUF",""
"8542242","Longboard Pintail 529 Gradiant","http://www.decathlon.hu/longboard-pintail-529-gradiant-id_8542242.html","http://www.decathlon.hu/media/854/8542242/big_1572854.jpg","OXELO","Klasszikus „pintail” formájú longskate. ","GÖRDESZKA","24990.00 HUF",""
"8548520","Cruiser gördeszka Big Yamba ","http://www.decathlon.hu/cruiser-gordeszka-big-yamba--id_8548520.html","http://www.decathlon.hu/media/854/8548520/big_1572857.jpg","OXELO","Nagyméretű Yamba a nagyobb stabilitáshoz. ","GÖRDESZKA","14990.00 HUF",""
"8494893","Férfi görkorcsolya FIT100 ","http://www.decathlon.hu/ferfi-gorkorcsolya-fit100--id_8494893.html","http://www.decathlon.hu/media/849/8494893/big_1557104.jpg","OXELO","Ideálisan kényelmes cipő kezdők számára. ","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
"8494894","Női görkorcsolya FIT100 ","http://www.decathlon.hu/noi-gorkorcsolya-fit100--id_8494894.html","http://www.decathlon.hu/media/849/8494894/big_1557016.jpg","OXELO","Ideálisan kényelmes cipő kezdők számára.","GÖRKORCSOLYA, VÉDŐFELSZERELÉS, SISAK","14990.00 HUF",""
